"Account Number","Account Name","Type","Detail Type"
"124","12 Imobilizações incorpóreas: Despesas de constituição","Ativos não circulantes","Custos de organização"
"129","12 Imobilizações incorpóreas: Outras imobilizações incorpóreas","Ativos não circulantes","Outros ativos não circulantes"
"13","Investimentos Financeiros","Ativos não circulantes","Investimentos de longo prazo"
"131","13 Investimentos Financeiros: Empresas subsidiárias","Ativos não circulantes","Investimentos de longo prazo"
"1311","131 Empresas subsidiárias: Partes de capital","Ativos não circulantes","Investimentos de longo prazo"
"1312","131 Empresas subsidiárias: Obrigações e títulos de participação","Ativos não circulantes","Investimentos de longo prazo"
"1313","131 Empresas subsidiárias: Empréstimos","Ativos não circulantes","Investimentos de longo prazo"
"132","13 Investimentos Financeiros: Empresas associadas","Ativos não circulantes","Investimentos de longo prazo"
"1321","132 Empresas associadas: Partes de capital","Ativos não circulantes","Investimentos de longo prazo"
"1322","132 Empresas associadas: Obrigações e títulos de participação","Ativos não circulantes","Investimentos de longo prazo"
"1323","132 Empresas associadas: Empréstimos","Ativos não circulantes","Investimentos de longo prazo"
"133","13 Investimentos Financeiros: Outras empresas","Ativos não circulantes","Investimentos de longo prazo"
"1331","133 Outras empresas: Partes de capital","Ativos não circulantes","Investimentos de longo prazo"
"1332","133 Outras empresas: Obrigações e títulos de participação","Ativos não circulantes","Investimentos de longo prazo"
"1333","133 Outras empresas: Empréstimos","Ativos não circulantes","Investimentos de longo prazo"
"134","13 Investimentos Financeiros: Investimentos em imóveis","Ativos não circulantes","Investimentos de longo prazo"
"135","13 Investimentos Financeiros: Fundos","Ativos não circulantes","Investimentos de longo prazo"
"139","13 Investimentos Financeiros: Outros investimentos Financeiros","Ativos não circulantes","Outros ativos não circulantes"
"1391","139 Outros investimentos Financeiros: Diamantes","Ativos não circulantes","Outros ativos não circulantes"
"1392","139 Outros investimentos Financeiros: Ouro","Ativos não circulantes","Outros ativos não circulantes"
"1393","139 Outros investimentos Financeiros: Depósitos bancários","Ativos não circulantes","Investimentos de longo prazo"
"14","1 Meios fixos e investimentos: Imobilizações em Curso","Ativos imobilizados","Outros ativos imobilizados"
"141","14 Imobilizações em Curso: Obra em curso","Ativos imobilizados","Outros ativos imobilizados"
"142","14 Imobilizações em Curso: Obra em curso","Ativos imobilizados","Outros ativos imobilizados"
"147","14 Imobilizações em Curso: Adiantamentos por conta de imobilizado corpóreo","Ativos imobilizados","Outros ativos imobilizados"
"148","Adiantamentos por conta de imobilizado incorpóreo","Ativos não circulantes","Ativos intangíveis"
"149","Adiantamentos por conta de investimentos financeiros","Ativos não circulantes","Investimentos de longo prazo"
"18","1 Meios fixos e investimentos: Amortizações Acumuladas","Ativos imobilizados","Depreciação acumulada em ativos imobilizados."
"181","18 Amortizações Acumuladas: Imobilizações corpóreas","Ativos imobilizados","Depreciação acumulada em ativos imobilizados."
"1811","181 Imobilizações corpóreas: Terrenos e recursos naturais","Ativos imobilizados","Exaustão acumulada"
"1812","181 Imobilizações corpóreas: Edifícios e outras construções","Ativos imobilizados","Depreciação acumulada em ativos imobilizados."
"1813","181 Imobilizações corpóreas: Equipamento básico","Ativos imobilizados","Depreciação acumulada em ativos imobilizados."
"1814","181 Imobilizações corpóreas: Equipamento de carga e transporte","Ativos imobilizados","Depreciação acumulada em ativos imobilizados."
"1815","181 Imobilizações corpóreas: Equipamento administrativo","Ativos imobilizados","Depreciação acumulada em ativos imobilizados."
"1816","181 Imobilizações corpóreas: Taras e vasilhame","Ativos imobilizados","Depreciação acumulada em ativos imobilizados."
"1819","181 Imobilizações corpóreas: Outras imobilizações corpóreas","Ativos imobilizados","Depreciação acumulada em ativos imobilizados."
"182","Imobilizações incorpóreas","Ativos não circulantes","Amortização acumulada de ativos não circulantes"
"1821","182 Imobilizações incorpóreas: Trespasses","Ativos não circulantes","Amortização acumulada de ativos não circulantes"
"1822","182 Imobilizações incorpóreas: Despesas de investigação e desenvolvimento","Ativos não circulantes","Amortização acumulada de ativos não circulantes"
"1823","182 Imobilizações incorpóreas: Propriedade industrial e outros direitos e contratos","Ativos não circulantes","Amortização acumulada de ativos não circulantes"
"1824","182 Imobilizações incorpóreas: Despesas de constituição","Ativos não circulantes","Amortização acumulada de ativos não circulantes"
"1829","182 Imobilizações incorpóreas: Outras imobilizações incorpóreas","Ativos não circulantes","Amortização acumulada de ativos não circulantes"
"183","Investimentos financeiros em imóveis","Ativos não circulantes","Amortização acumulada de ativos não circulantes"
"1831","183 Investimentos financeiros em imóveis: Terrenos e recursos naturais","Ativos não circulantes","Amortização acumulada de ativos não circulantes"
"1832","183 Investimentos financeiros em imóveis: Edifícios e outras construções","Ativos não circulantes","Amortização acumulada de ativos não circulantes"
"19","Provisões para investimentos financeiros","Ativos não circulantes","Investimentos de longo prazo"
"191","19 Provisões para investimentos financeiros: Empresas subsidiárias","Ativos não circulantes","Investimentos de longo prazo"
"1911","191 Empresas subsidiárias: Partes de capital","Ativos não circulantes","Investimentos de longo prazo"
"1912","191 Empresas subsidiárias: Obrigações e títulos de participação","Ativos não circulantes","Investimentos de longo prazo"
"1913","191 Empresas subsidiárias: Empréstimos","Ativos não circulantes","Investimentos de longo prazo"
"192","19 Provisões para investimentos financeiros: Empresas associadas","Ativos não circulantes","Investimentos de longo prazo"
"1921","192 Empresas associadas: Partes de capital","Ativos não circulantes","Investimentos de longo prazo"
"1922","192 Empresas associadas: Obrigações e títulos de participação","Ativos não circulantes","Investimentos de longo prazo"
"1923","192 Empresas associadas: Empréstimos","Ativos não circulantes","Investimentos de longo prazo"
"193","19 Provisões para investimentos financeiros: Outras empresas","Ativos não circulantes","Investimentos de longo prazo"
"1931","193 Outras empresas: Partes de capital","Ativos não circulantes","Investimentos de longo prazo"
"1932","193 Outras empresas: Obrigações e títulos de participação","Ativos não circulantes","Investimentos de longo prazo"
"1933","193 Outras empresas: Empréstimos","Ativos não circulantes","Investimentos de longo prazo"
"194","19 Provisões para investimentos financeiros: Fundos","Ativos não circulantes","Investimentos de longo prazo"
"1941","194 Fundos: Partes de capital","Ativos não circulantes","Investimentos de longo prazo"
"199","19 Provisões para investimentos financeiros: Outros investimentos financeiros","Ativos não circulantes","Investimentos de longo prazo"
"1991","199 Outros investimentos financeiros: Diamantes","Ativos não circulantes","Investimentos de longo prazo"
"1992","199 Outros investimentos financeiros: Ouro","Ativos não circulantes","Investimentos de longo prazo"
"1993","199 Outros investimentos financeiros: Depósitos bancários","Ativos não circulantes","Investimentos de longo prazo"
"2","Existências","Ativos circulantes","Estoque"
"21","2 Existências: Compras","Ativos circulantes","Estoque"
"211","21 Compras: Matérias-primas, subsidiárias e de consumo","Ativos circulantes","Estoque"
"212","21 Compras: Mercadorias","Ativos circulantes","Estoque"
"217","21 Compras: Devoluções de compras","Ativos circulantes","Estoque"
"218","21 Compras: Descontos e abatimentos em compras","Ativos circulantes","Estoque"
"22","2 Existências: Matérias-primas, subsidiárias e de consumo","Ativos circulantes","Estoque"
"221","22 Matérias-primas, subsidiárias e de consumo: Matérias-primas","Ativos circulantes","Estoque"
"222","22 Matérias-primas, subsidiárias e de consumo: Matérias subsidiárias","Ativos circulantes","Estoque"
"223","22 Matérias-primas, subsidiárias e de consumo: Materiais diversos","Ativos circulantes","Estoque"
"224","22 Matérias-primas, subsidiárias e de consumo: Embalagens de consumo","Ativos circulantes","Estoque"
"225","22 Matérias-primas, subsidiárias e de consumo: Outros materiais","Ativos circulantes","Estoque"
"23","2 Existências: Produtos e trabalhos em curso","Ativos circulantes","Estoque"
"24","2 Existências: Produtos acabados e intermédios","Ativos circulantes","Estoque"
"241","24 Produtos acabados e intermédios: Produtos acabados","Ativos circulantes","Estoque"
"242","24 Produtos acabados e intermédios: Produtos intermédios","Ativos circulantes","Estoque"
"249","24 Produtos acabados e intermédios: Em poder de terceiros","Ativos circulantes","Estoque"
"25","2 Existências: Sub-produtos, desperdícios, resíduos e refugos","Ativos circulantes","Estoque"
"251","25 Sub-produtos, desperdícios, resíduos e refugos: Sub-produtos","Ativos circulantes","Estoque"
"252","25 Sub-produtos, desperdícios, resíduos e refugos: Desperdícios, resíduos e refugos","Ativos circulantes","Estoque"
"26","2 Existências: Mercadorias","Ativos circulantes","Estoque"
"269","26 Mercadorias: Em poder de terceiros","Ativos circulantes","Estoque"
"27","2 Existências: Matérias-primas, mercadorias e outros materiais em trânsito","Ativos circulantes","Estoque"
"271","27 Matérias-primas, mercadorias e outros materiais em trânsito: Matérias-primas","Ativos circulantes","Estoque"
"272","27 Matérias-primas, mercadorias e outros materiais em trânsito: Outros materiais","Ativos circulantes","Estoque"
"273","27 Matérias-primas, mercadorias e outros materiais em trânsito: Mercadorias","Ativos circulantes","Estoque"
"28","2 Existências: Adiantamentos por conta de compras","Ativos circulantes","Adiantamentos em dinheiro a funcionários"
"281","28 Adiantamentos por conta de compras: Matérias-primas e outros materiais","Ativos circulantes","Adiantamentos em dinheiro a funcionários"
"282","28 Adiantamentos por conta de compras: Mercadorias","Ativos circulantes","Adiantamentos em dinheiro a funcionários"
"29","2 Existências: Provisão para depreciação de existências","Ativos circulantes","Estoque"
"292","29 Provisão para depreciação de existências: Matérias-primas subsidiárias e de consumo","Ativos circulantes","Estoque"
"293","29 Provisão para depreciação de existências: Produtos e trabalhos em curso","Ativos circulantes","Estoque"
"294","29 Provisão para depreciação de existências: Produtos acabados e intermédios","Ativos circulantes","Estoque"
"295","29 Provisão para depreciação de existências: Sub-produtos, desperdícios, resíduos e refugos","Ativos circulantes","Estoque"
"296","29 Provisão para depreciação de existências: Mercadorias","Ativos circulantes","Estoque"
"3","Terceiros","Ativos circulantes","Outros ativos circulantes"
"31","Clientes","Contas a receber (C/R)","Contas a Receber (C/R)"
"311","31 Clientes: Clientes – correntes","Contas a receber (C/R)","Contas a Receber (C/R)"
"3111","311 Clientes – correntes: Grupo","Contas a receber (C/R)","Contas a Receber (C/R)"
"31111","3111 Grupo: Subsidiárias","Contas a receber (C/R)","Contas a Receber (C/R)"
"31112","3111 Grupo: Associadas","Contas a receber (C/R)","Contas a Receber (C/R)"
"3112","311 Clientes – correntes: Não grupo","Contas a receber (C/R)","Contas a Receber (C/R)"
"31121","3112 Não grupo: Nacionais","Contas a receber (C/R)","Contas a Receber (C/R)"
"31122","3112 Não grupo: Estrangeiros","Contas a receber (C/R)","Contas a Receber (C/R)"
"312","31 Clientes: Clientes – títulos a receber","Contas a receber (C/R)","Contas a Receber (C/R)"
"3121","312 Clientes – títulos a receber: Grupo","Contas a receber (C/R)","Contas a Receber (C/R)"
"31211","3121 Grupo: Subsidiárias","Contas a receber (C/R)","Contas a Receber (C/R)"
"31212","3121 Grupo: Associadas","Contas a receber (C/R)","Contas a Receber (C/R)"
"3122","312 Clientes – títulos a receber: Não grupo","Contas a receber (C/R)","Contas a Receber (C/R)"
"31221","3122 Não grupo: Nacionais","Contas a receber (C/R)","Contas a Receber (C/R)"
"31222","3122 Não grupo: Estrangeiros","Contas a receber (C/R)","Contas a Receber (C/R)"
"313","31 Clientes: Clientes – títulos descontados","Contas a receber (C/R)","Contas a Receber (C/R)"
"3131","313 Clientes – títulos descontados: Grupo","Contas a receber (C/R)","Contas a Receber (C/R)"
"31311","3131 Grupo: Subsidiárias","Contas a receber (C/R)","Contas a Receber (C/R)"
"31312","3131 Grupo: Associadas","Contas a receber (C/R)","Contas a Receber (C/R)"
"3132","313 Clientes – títulos descontados: Não grupo","Contas a receber (C/R)","Contas a Receber (C/R)"
"31321","3132 Não grupo: Nacionais","Contas a receber (C/R)","Contas a Receber (C/R)"
"31322","3132 Não grupo: Estrangeiros","Contas a receber (C/R)","Contas a Receber (C/R)"
"318","Clientes de cobrança duvidosa","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"3181","318 Clientes de cobrança duvidosa: Clientes – correntes","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"3182","318 Clientes de cobrança duvidosa: Clientes – títulos","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"319","Clientes - saldos credores","Passivos circulantes","Outros passivos circulantes"
"3191","319 Clientes - saldos credores: Adiantamentos","Passivos circulantes","Contas fiduciárias do cliente - passivo"
"3192","319 Clientes - saldos credores: Embalagens a devolver","Passivos circulantes","Outros passivos circulantes"
"3193","319 Clientes - saldos credores: Material à consignação","Passivos circulantes","Outros passivos circulantes"
"32","Fornecedores","Contas a pagar (C/P)","Contas a pagar (C/P)"
"321","32 Fornecedores: Fornecedores – correntes","Contas a pagar (C/P)","Contas a pagar (C/P)"
"3211","321 Fornecedores – correntes: Grupo","Contas a pagar (C/P)","Contas a pagar (C/P)"
"32111","3211 Grupo: Subsidiárias","Contas a pagar (C/P)","Contas a pagar (C/P)"
"32112","3211 Grupo: Associadas","Contas a pagar (C/P)","Contas a pagar (C/P)"
"3212","321 Fornecedores – correntes: Não grupo","Contas a pagar (C/P)","Contas a pagar (C/P)"
"32121","3212 Não grupo: Nacionais","Contas a pagar (C/P)","Contas a pagar (C/P)"
"32122","3212 Não grupo: Estrangeiros","Contas a pagar (C/P)","Contas a pagar (C/P)"
"322","32 Fornecedores: Fornecedores – títulos a pagar","Contas a pagar (C/P)","Contas a pagar (C/P)"
"3221","322 Fornecedores – títulos a pagar: Grupo","Contas a pagar (C/P)","Contas a pagar (C/P)"
"32211","3221 Grupo: Subsidiárias","Contas a pagar (C/P)","Contas a pagar (C/P)"
"32212","3221 Grupo: Associadas","Contas a pagar (C/P)","Contas a pagar (C/P)"
"3222","322 Fornecedores – títulos a pagar: Não grupo","Contas a pagar (C/P)","Contas a pagar (C/P)"
"32221","3222 Não grupo: Nacionais","Contas a pagar (C/P)","Contas a pagar (C/P)"
"32222","3222 Não grupo: Estrangeiros","Contas a pagar (C/P)","Contas a pagar (C/P)"
"328","32 Fornecedores: Fornecedores – facturas em recepção e conferência","Contas a pagar (C/P)","Contas a pagar (C/P)"
"329","Fornecedores – saldos devedores","Ativos circulantes","Outros ativos circulantes"
"3291","329 Fornecedores – saldos devedores: Adiantamentos","Ativos circulantes","Adiantamentos em dinheiro a funcionários"
"3292","329 Fornecedores – saldos devedores: Embalagens a devolver","Ativos circulantes","Outros ativos circulantes"
"3293","329 Fornecedores – saldos devedores: Material à consignação","Ativos circulantes","Outros ativos circulantes"
"33","Empréstimos","Passivos circulantes","Empréstimo a pagar"
"331","33 Empréstimos: Empréstimos bancários","Passivos circulantes","Empréstimo a pagar"
"3311","331 Empréstimos bancários: Moeda nacional","Passivos circulantes","Empréstimo a pagar"
"33111","3311 Moeda nacional: Banco ___","Passivos circulantes","Empréstimo a pagar"
"3312","331 Empréstimos bancários: Moeda estrangeira","Passivos circulantes","Empréstimo a pagar"
"33121","3312 Moeda estrangeira: Banco ___","Passivos circulantes","Empréstimo a pagar"
"332","Empréstimos por obrigações","Passivos não circulantes","Títulos a pagar"
"3321","332 Empréstimos por obrigações: Convertíveis","Passivos não circulantes","Títulos a pagar"
"33211","3321 Convertíveis: Entidade ___","Passivos não circulantes","Títulos a pagar"
"3322","332 Empréstimos por obrigações: Não convertíveis","Passivos não circulantes","Títulos a pagar"
"33221","3322 Não convertíveis: Entidade ___","Passivos não circulantes","Títulos a pagar"
"333","Empréstimos por títulos de participação","Passivos não circulantes","Títulos a pagar"
"3331","333 Empréstimos por títulos de participação: Entidade ___","Passivos não circulantes","Títulos a pagar"
"339","33 Empréstimos: Outros empréstimos obtidos","Passivos circulantes","Empréstimo a pagar"
"3391","339 Outros empréstimos obtidos: Entidade ___","Passivos circulantes","Empréstimo a pagar"
"34","Estado","Passivos circulantes","obrigação tributária corrente"
"341","34 Estado: Imposto sobre os lucros","Passivos circulantes","Imposto de renda a pagar"
"342","34 Estado: Imposto de produção e consumo","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"343","34 Estado: Imposto de rendimento de trabalho","Passivos circulantes","Passivos da folha de pagamento"
"344","34 Estado: Imposto de circulação","Passivos circulantes","obrigação tributária corrente"
"345","34 Estado: IVA","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"3451","IVA suportado","Ativos circulantes","Outros ativos circulantes"
"34511","3451 IVA suportado: Existências","Ativos circulantes","Outros ativos circulantes"
"34512","3451 IVA suportado: Meios fixos e investimentos","Ativos circulantes","Outros ativos circulantes"
"34513","3451 IVA suportado: Outros bens e serviços","Ativos circulantes","Outros ativos circulantes"
"3452","IVA dedutível","Ativos circulantes","Outros ativos circulantes"
"34521","3452 IVA dedutível: Existências","Ativos circulantes","Outros ativos circulantes"
"34522","3452 IVA dedutível: Meios fixos e investimentos","Ativos circulantes","Outros ativos circulantes"
"34523","3452 IVA dedutível: Outros bens e serviços","Ativos circulantes","Outros ativos circulantes"
"3453","345 IVA: IVA liquidado","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"34531","3453 IVA liquidado: Operações gerais","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"34532","3453 IVA liquidado: Operações abrangidas pelo regime de IVA de caixa","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"34533","3453 IVA liquidado: Autoconsumo e operações gratuitas","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"34534","3453 IVA liquidado: Operações especiais","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"3454","345 IVA: IVA regularizações","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"34541","Mensais a favor do sujeito passivo","Ativos circulantes","Outros ativos circulantes"
"34542","3454 IVA regularizações: Mensais a favor do Estado","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"34543","3454 IVA regularizações: Anual por cálculo do pró rata definitivo","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"34544","3454 IVA regularizações: Outras regularizações anuais","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"3455","345 IVA: IVA apuramento","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"34551","3455 IVA apuramento: Apuramento do regime de IVA normal","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"34552","3455 IVA apuramento: Apuramento do regime de IVA de caixa","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"3456","345 IVA: IVA a pagar","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"34561","3456 IVA a pagar: IVA a pagar de apuramento","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"34562","3456 IVA a pagar: IVA a pagar de cativo","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"34563","3456 IVA a pagar: IVA a pagar de liquidações oficiosas","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"3457","IVA a recuperar","Ativos circulantes","Outros ativos circulantes"
"34571","3457 IVA a recuperar: IVA a recuperar de apuramentos","Ativos circulantes","Outros ativos circulantes"
"34572","3457 IVA a recuperar: IVA a recuperar de cativo","Ativos circulantes","Outros ativos circulantes"
"3458","IVA reembolsos pedidos","Ativos circulantes","Outros ativos circulantes"
"34581","3458 IVA reembolsos pedidos: Reembolsos pedidos","Ativos circulantes","Outros ativos circulantes"
"34582","3458 IVA reembolsos pedidos: Reembolsos deferidos","Ativos circulantes","Outros ativos circulantes"
"34583","3458 IVA reembolsos pedidos: Reembolsos indeferidos","Ativos circulantes","Outros ativos circulantes"
"34584","3458 IVA reembolsos pedidos: Reembolsos reclamados, recorridos ou impugnados","Ativos circulantes","Outros ativos circulantes"
"3459","345 IVA: IVA Liquidações oficiosas","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"346","Certificado de crédito fiscal a compensar","Ativos circulantes","Outros ativos circulantes"
"348","Subsídios a preços","Ativos circulantes","Outros ativos circulantes"
"349","34 Estado: Outros impostos","Passivos circulantes","obrigação tributária corrente"
"35","3 Terceiros: Entidades participantes e participadas","Ativos circulantes","Investimentos - Outros"
"351","35 Entidades participantes e participadas: Entidades participantes","Ativos circulantes","Investimentos - Outros"
"3511","351 Entidades participantes: Estado","Ativos circulantes","Investimentos - Outros"
"35111","3511 Estado: c/subscrição","Ativos circulantes","Investimentos - Outros"
"35112","3511 Estado: c/adiantamentos sobre lucros","Ativos circulantes","Investimentos - Outros"
"35113","3511 Estado: c/lucros","Ativos circulantes","Investimentos - Outros"
"35114","3511 Estado: Empréstimos","Ativos circulantes","Empréstimos para terceiros"
"3512","351 Entidades participantes: Empresas do grupo – subsidiárias","Ativos circulantes","Investimentos - Outros"
"35121","3512 Empresas do grupo – subsidiárias: c/subscrição","Ativos circulantes","Investimentos - Outros"
"35122","3512 Empresas do grupo – subsidiárias: c/adiantamentos sobre lucros","Ativos circulantes","Investimentos - Outros"
"35123","3512 Empresas do grupo – subsidiárias: c/lucros","Ativos circulantes","Investimentos - Outros"
"35124","3512 Empresas do grupo – subsidiárias: Empréstimos","Ativos circulantes","Empréstimos para terceiros"
"3513","351 Entidades participantes: Empresas do grupo – associadas","Ativos circulantes","Investimentos - Outros"
"35131","3513 Empresas do grupo – associadas: c/subscrição","Ativos circulantes","Investimentos - Outros"
"35132","3513 Empresas do grupo – associadas: c/adiantamentos sobre lucros","Ativos circulantes","Investimentos - Outros"
"35133","3513 Empresas do grupo – associadas: c/lucros","Ativos circulantes","Investimentos - Outros"
"35134","3513 Empresas do grupo – associadas: Empréstimos","Ativos circulantes","Empréstimos para terceiros"
"3514","351 Entidades participantes: Outros","Ativos circulantes","Investimentos - Outros"
"35141","3514 Outros: c/subscrição","Ativos circulantes","Investimentos - Outros"
"35142","3514 Outros: c/adiantamentos sobre lucros","Ativos circulantes","Investimentos - Outros"
"35143","3514 Outros: c/lucros","Ativos circulantes","Investimentos - Outros"
"35144","3514 Outros: Empréstimos","Ativos circulantes","Empréstimos para terceiros"
"352","35 Entidades participantes e participadas: Entidades participadas","Ativos circulantes","Investimentos - Outros"
"3521","352 Entidades participadas: Estado","Ativos circulantes","Investimentos - Outros"
"35211","3521 Estado: c/subscrição","Ativos circulantes","Investimentos - Outros"
"35212","3521 Estado: c/adiantamentos sobre lucros","Ativos circulantes","Investimentos - Outros"
"35213","3521 Estado: c/lucros","Ativos circulantes","Investimentos - Outros"
"35214","3521 Estado: Empréstimos","Ativos circulantes","Empréstimos para terceiros"
"3522","352 Entidades participadas: Empresas do grupo – subsidiárias","Ativos circulantes","Investimentos - Outros"
"35221","3522 Empresas do grupo – subsidiárias: c/subscrição","Ativos circulantes","Investimentos - Outros"
"35222","3522 Empresas do grupo – subsidiárias: c/adiantamentos sobre lucros","Ativos circulantes","Investimentos - Outros"
"35223","3522 Empresas do grupo – subsidiárias: c/lucros","Ativos circulantes","Investimentos - Outros"
"35224","3522 Empresas do grupo – subsidiárias: Empréstimos","Ativos circulantes","Empréstimos para terceiros"
"3523","352 Entidades participadas: Empresas do grupo – associadas","Ativos circulantes","Investimentos - Outros"
"35231","3523 Empresas do grupo – associadas: c/subscrição","Ativos circulantes","Investimentos - Outros"
"35232","3523 Empresas do grupo – associadas: c/adiantamentos sobre lucros","Ativos circulantes","Investimentos - Outros"
"35233","3523 Empresas do grupo – associadas: c/lucros","Ativos circulantes","Investimentos - Outros"
"35234","3523 Empresas do grupo – associadas: Empréstimos","Ativos circulantes","Empréstimos para terceiros"
"3524","352 Entidades participadas: Outros","Ativos circulantes","Investimentos - Outros"
"35241","3524 Outros: c/subscrição","Ativos circulantes","Investimentos - Outros"
"35242","3524 Outros: c/adiantamentos sobre lucros","Ativos circulantes","Investimentos - Outros"
"35243","3524 Outros: c/lucros","Ativos circulantes","Investimentos - Outros"
"35244","3524 Outros: Empréstimos","Ativos circulantes","Empréstimos para terceiros"
"36","Pessoal","Passivos circulantes","Passivos da folha de pagamento"
"361","36 Pessoal: Pessoal – remunerações","Passivos circulantes","Passivos da folha de pagamento"
"3611","361 Pessoal – remunerações: Órgãos sociais","Passivos circulantes","Passivos da folha de pagamento"
"3612","361 Pessoal – remunerações: Empregados","Passivos circulantes","Passivos da folha de pagamento"
"362","36 Pessoal: Pessoal – participação nos resultados","Passivos circulantes","Passivos da folha de pagamento"
"3621","362 Pessoal – participação nos resultados: Órgãos sociais","Passivos circulantes","Passivos da folha de pagamento"
"3622","362 Pessoal – participação nos resultados: Empregados","Passivos circulantes","Passivos da folha de pagamento"
"363","Pessoal – adiantamentos","Ativos circulantes","Adiantamentos em dinheiro a funcionários"
"369","36 Pessoal: Pessoal – outros","Passivos circulantes","Outros passivos circulantes"
"37","3 Terceiros: Outros valores a receber e a pagar","Ativos circulantes","Outros ativos circulantes"
"371","Compras de imobilizado","Passivos circulantes","Outros passivos circulantes"
"3711","371 Compras de imobilizado: Corpóreo","Passivos circulantes","Outros passivos circulantes"
"3712","371 Compras de imobilizado: Incorpóreo","Passivos circulantes","Outros passivos circulantes"
"3713","371 Compras de imobilizado: Financeiro","Passivos circulantes","Outros passivos circulantes"
"372","37 Outros valores a receber e a pagar: Vendas de imobilizado","Ativos circulantes","Outros ativos circulantes"
"3721","372 Vendas de imobilizado: Corpóreo","Ativos circulantes","Outros ativos circulantes"
"3722","372 Vendas de imobilizado: Incorpóreo","Ativos circulantes","Outros ativos circulantes"
"3723","372 Vendas de imobilizado: Financeiro","Ativos circulantes","Outros ativos circulantes"
"373","37 Outros valores a receber e a pagar: Proveitos a facturar","Ativos circulantes","Outros ativos circulantes"
"3731","373 Proveitos a facturar: Vendas","Ativos circulantes","Outros ativos circulantes"
"3732","373 Proveitos a facturar: Prestações de serviço","Ativos circulantes","Outros ativos circulantes"
"3733","373 Proveitos a facturar: Juros","Ativos circulantes","Outros ativos circulantes"
"374","37 Outros valores a receber e a pagar: Encargos a repartir por períodos futuros","Ativos circulantes","Despesas pagas antecipadamente"
"3741","374 Encargos a repartir por períodos futuros: Descontos de emissão de obrigações","Ativos circulantes","Despesas pagas antecipadamente"
