"Account Number","Account Name","Type","Detail Type"
"211","21 Compras: Matérias-primas, subsidiárias e de consumo","Ativos circulantes","Estoque"
"212","21 Compras: Mercadorias","Ativos circulantes","Estoque"
"217","21 Compras: Devoluções de compras","Ativos circulantes","Estoque"
"218","21 Compras: Descontos e abatimentos em compras","Ativos circulantes","Estoque"
"221","22 Matérias-primas, subsidiárias e de consumo: Matérias-primas","Ativos circulantes","Estoque"
"222","22 Matérias-primas, subsidiárias e de consumo: Matérias subsidiárias","Ativos circulantes","Estoque"
"223","22 Matérias-primas, subsidiárias e de consumo: Materiais diversos","Ativos circulantes","Estoque"
"224","22 Matérias-primas, subsidiárias e de consumo: Embalagens de consumo","Ativos circulantes","Estoque"
"225","22 Matérias-primas, subsidiárias e de consumo: Outros materiais","Ativos circulantes","Estoque"
"241","24 Produtos acabados e intermédios: Produtos acabados","Ativos circulantes","Estoque"
"242","24 Produtos acabados e intermédios: Produtos intermédios","Ativos circulantes","Estoque"
"249","24 Produtos acabados e intermédios: Em poder de terceiros","Ativos circulantes","Estoque"
"251","25 Sub-produtos, desperdícios, resíduos e refugos: Sub-produtos","Ativos circulantes","Estoque"
"252","25 Sub-produtos, desperdícios, resíduos e refugos: Desperdícios, resíduos e refugos","Ativos circulantes","Estoque"
"269","26 Mercadorias: Em poder de terceiros","Ativos circulantes","Estoque"
"271","27 Matérias-primas, mercadorias e outros materiais em trânsito: Matérias-primas","Ativos circulantes","Estoque"
"272","27 Matérias-primas, mercadorias e outros materiais em trânsito: Outros materiais","Ativos circulantes","Estoque"
"273","27 Matérias-primas, mercadorias e outros materiais em trânsito: Mercadorias","Ativos circulantes","Estoque"
"281","28 Adiantamentos por conta de compras: Matérias-primas e outros materiais","Ativos circulantes","Adiantamentos em dinheiro a funcionários"
"282","28 Adiantamentos por conta de compras: Mercadorias","Ativos circulantes","Adiantamentos em dinheiro a funcionários"
"292","29 Provisão para depreciação de existências: Matérias-primas subsidiárias e de consumo","Ativos circulantes","Estoque"
"293","29 Provisão para depreciação de existências: Produtos e trabalhos em curso","Ativos circulantes","Estoque"
"294","29 Provisão para depreciação de existências: Produtos acabados e intermédios","Ativos circulantes","Estoque"
"295","29 Provisão para depreciação de existências: Sub-produtos, desperdícios, resíduos e refugos","Ativos circulantes","Estoque"
"296","29 Provisão para depreciação de existências: Mercadorias","Ativos circulantes","Estoque"
"311","31 Clientes: Clientes – correntes","Contas a receber (C/R)","Contas a Receber (C/R)"
"312","31 Clientes: Clientes – títulos a receber","Contas a receber (C/R)","Contas a Receber (C/R)"
"313","31 Clientes: Clientes – títulos descontados","Contas a receber (C/R)","Contas a Receber (C/R)"
"318","Clientes de cobrança duvidosa","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"319","Clientes - saldos credores","Passivos circulantes","Outros passivos circulantes"
"321","32 Fornecedores: Fornecedores – correntes","Contas a pagar (C/P)","Contas a pagar (C/P)"
"322","32 Fornecedores: Fornecedores – títulos a pagar","Contas a pagar (C/P)","Contas a pagar (C/P)"
"328","32 Fornecedores: Fornecedores – facturas em recepção e conferência","Contas a pagar (C/P)","Contas a pagar (C/P)"
"329","Fornecedores – saldos devedores","Ativos circulantes","Outros ativos circulantes"
"331","33 Empréstimos: Empréstimos bancários","Passivos circulantes","Empréstimo a pagar"
"332","Empréstimos por obrigações","Passivos não circulantes","Títulos a pagar"
"333","Empréstimos por títulos de participação","Passivos não circulantes","Títulos a pagar"
"339","33 Empréstimos: Outros empréstimos obtidos","Passivos circulantes","Empréstimo a pagar"
"341","34 Estado: Imposto sobre os lucros","Passivos circulantes","Imposto de renda a pagar"
"342","34 Estado: Imposto de produção e consumo","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"343","34 Estado: Imposto de rendimento de trabalho","Passivos circulantes","Passivos da folha de pagamento"
"344","34 Estado: Imposto de circulação","Passivos circulantes","obrigação tributária corrente"
"345","34 Estado: IVA","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"346","Certificado de crédito fiscal a compensar","Ativos circulantes","Outros ativos circulantes"
"348","Subsídios a preços","Ativos circulantes","Outros ativos circulantes"
"349","34 Estado: Outros impostos","Passivos circulantes","obrigação tributária corrente"
"351","35 Entidades participantes e participadas: Entidades participantes","Ativos circulantes","Investimentos - Outros"
"352","35 Entidades participantes e participadas: Entidades participadas","Ativos circulantes","Investimentos - Outros"
"361","36 Pessoal: Pessoal – remunerações","Passivos circulantes","Passivos da folha de pagamento"
"362","36 Pessoal: Pessoal – participação nos resultados","Passivos circulantes","Passivos da folha de pagamento"
"363","Pessoal – adiantamentos","Ativos circulantes","Adiantamentos em dinheiro a funcionários"
"369","36 Pessoal: Pessoal – outros","Passivos circulantes","Outros passivos circulantes"
"371","Compras de imobilizado","Passivos circulantes","Outros passivos circulantes"
"372","37 Outros valores a receber e a pagar: Vendas de imobilizado","Ativos circulantes","Outros ativos circulantes"
"373","37 Outros valores a receber e a pagar: Proveitos a facturar","Ativos circulantes","Outros ativos circulantes"
"374","37 Outros valores a receber e a pagar: Encargos a repartir por períodos futuros","Ativos circulantes","Despesas pagas antecipadamente"
"375","Encargos a pagar","Passivos circulantes","Obrigações acumuladas"
"376","Proveitos a repartir por períodos futuros","Passivos circulantes","Outros passivos circulantes"
"377","37 Outros valores a receber e a pagar: Contas transitórias","Ativos circulantes","Outros ativos circulantes"
"379","37 Outros valores a receber e a pagar: Outros valores a receber e a pagar","Ativos circulantes","Outros ativos circulantes"
"381","38 Provisões para cobranças duvidosas: Provisões para clientes","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"382","38 Provisões para cobranças duvidosas: Provisões para saldos devedores de fornecedores","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"383","38 Provisões para cobranças duvidosas: Provisões p/participantes e participadas","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"384","38 Provisões para cobranças duvidosas: Provisões p/dívidas do pessoal","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"389","38 Provisões para cobranças duvidosas: Provisões para outros saldos a receber","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"391","39 Provisões para outros riscos e encargos: Provisões para pensões","Passivos circulantes","Obrigações acumuladas"
"392","39 Provisões para outros riscos e encargos: Provisões para processos judiciais em curso","Passivos circulantes","Obrigações acumuladas"
"393","39 Provisões para outros riscos e encargos: Provisões para acidentes de trabalho","Passivos circulantes","Obrigações acumuladas"
"394","39 Provisões para outros riscos e encargos: Provisões para garantias dadas a clientes","Passivos circulantes","Obrigações acumuladas"
"399","39 Provisões para outros riscos e encargos: Provisões para outros riscos e encargos","Passivos circulantes","Obrigações acumuladas"
"411","41 Títulos negociáveis: Acções","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"412","41 Títulos negociáveis: Obrigações","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"413","41 Títulos negociáveis: Títulos da dívida pública","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"421","42 Depósitos a prazo: Moeda nacional","Caixa e equivalentes-caixa","Banco"
"422","42 Depósitos a prazo: Moeda estrangeira","Caixa e equivalentes-caixa","Banco"
"431","43 Depósitos à ordem: Moeda nacional","Caixa e equivalentes-caixa","Banco"
"432","43 Depósitos à ordem: Moeda estrangeira","Caixa e equivalentes-caixa","Banco"
"441","44 Outros depósitos: Moeda nacional","Caixa e equivalentes-caixa","Banco"
"442","44 Outros depósitos: Moeda estrangeira","Caixa e equivalentes-caixa","Banco"
"451","45 Caixa: Fundo fixo","Caixa e equivalentes-caixa","Dinheiro em caixa"
"452","45 Caixa: Valores para depositar","Caixa e equivalentes-caixa","Fundos não depositados"
"453","45 Caixa: Valores destinados a pagamentos específicos","Caixa e equivalentes-caixa","Dinheiro em caixa"
"481","48 Conta transitória: Banco ___","Caixa e equivalentes-caixa","Banco"
"482","48 Conta transitória: Banco ___","Caixa e equivalentes-caixa","Banco"
"491","49 Provisões para aplicações de tesouraria: Títulos negociáveis","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"492","49 Provisões para aplicações de tesouraria: Outras aplicações de tesouraria","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"521","52 Acções/quotas próprias: Valor nominal","Capital do proprietário","Ações em tesouraria"
"522","52 Acções/quotas próprias: Descontos","Capital do proprietário","Ações em tesouraria"
"523","52 Acções/quotas próprias: Prémios","Capital do proprietário","Ações em tesouraria"
"561","56 Reservas de reavaliação: Legais","Capital do proprietário","Outros rendimentos abrangentes"
"562","56 Reservas de reavaliação: Autónomas","Capital do proprietário","Outros rendimentos abrangentes"
"611","61 Vendas: Produtos acabados e intermédios","Receita","Receita de venda de produtos"
"612","61 Vendas: Sub-produtos, desperdícios, resíduos e refugos","Receita","Receita de venda de produtos"
"613","61 Vendas: Mercadorias","Receita","Receita de venda de produtos"
"614","61 Vendas: Embalagens de consumo","Receita","Receita de venda de produtos"
"615","61 Vendas: Subsídios a preços","Receita","Outros rendimentos primários"
"617","61 Vendas: Devoluções","Receita","Descontos/reembolsos concedidos"
"618","61 Vendas: Descontos e abatimentos","Receita","Descontos/reembolsos concedidos"
"619","61 Vendas: Transferência para resultados operacionais","Receita","Outros rendimentos primários"
"621","62 Prestações de serviço: Serviços principais","Receita","Lucro de serviços/comissão"
"622","62 Prestações de serviço: Serviços secundários","Receita","Lucro de serviços/comissão"
"628","62 Prestações de serviço: Descontos e abatimentos","Receita","Descontos/reembolsos concedidos"
"629","62 Prestações de serviço: Transferência para resultados operacionais","Receita","Outros rendimentos primários"
"631","63 Outros proveitos operacionais: Serviços suplementares","Receita","Outros rendimentos primários"
"632","63 Outros proveitos operacionais: Royalties","Receita","Outros rendimentos primários"
"633","63 Outros proveitos operacionais: Subsídios à exploração","Receita","Outros rendimentos primários"
"634","63 Outros proveitos operacionais: Subsídios a investimento","Receita","Outros rendimentos primários"
"635","63 Outros proveitos operacionais: IVA","Receita","Outros rendimentos primários"
"638","63 Outros proveitos operacionais: Outros proveitos e ganhos operacionais","Receita","Outros rendimentos primários"
"639","63 Outros proveitos operacionais: Transferência para resultados operacionais","Receita","Outros rendimentos primários"
"641","64 Variação nos inventários de produtos acabados e de produção em curso: Produtos e trabalhos em curso","Receita","Outros rendimentos primários"
"642","64 Variação nos inventários de produtos acabados e de produção em curso: Produtos acabados","Receita","Outros rendimentos primários"
"643","64 Variação nos inventários de produtos acabados e de produção em curso: Produtos intermédios","Receita","Outros rendimentos primários"
"649","64 Variação nos inventários de produtos acabados e de produção em curso: Transferência para resultados operacionais","Receita","Outros rendimentos primários"
"651","65 Trabalhos para a própria empresa: Para imobilizado","Receita","Outros rendimentos primários"
"652","65 Trabalhos para a própria empresa: Para encargos a repartir por exercícios futuros","Receita","Outros rendimentos primários"
"659","65 Trabalhos para a própria empresa: Transferência para resultados operacionais","Receita","Outros rendimentos primários"
"661","66 Proveitos e ganhos financeiros gerais: Juros","Outros lucros","Receita de juros"
"662","66 Proveitos e ganhos financeiros gerais: Diferenças de câmbio favoráveis","Outros lucros","Outros lucros operacionais"
"663","66 Proveitos e ganhos financeiros gerais: Descontos de pronto pagamento obtidos","Outros lucros","Outros lucros operacionais"
"664","66 Proveitos e ganhos financeiros gerais: Rendimentos de investimentos em imóveis","Outros lucros","Outra receita de investimento"
"665","66 Proveitos e ganhos financeiros gerais: Rendimento de participações de capital","Outros lucros","Receita de dividendos"
"666","66 Proveitos e ganhos financeiros gerais: Ganhos na alienação de aplicações financeiras","Outros lucros","Outra receita de investimento"
"667","66 Proveitos e ganhos financeiros gerais: Reposição de provisões","Outros lucros","Outros lucros operacionais"
"669","66 Proveitos e ganhos financeiros gerais: Transferência para resultados financeiros","Outros lucros","Outros lucros operacionais"
"671","67 Proveitos e ganhos financeiros em filiais e associadas: Rendimento de participações de capital","Outros lucros","Receita de dividendos"
"679","67 Proveitos e ganhos financeiros em filiais e associadas: Transferência para resultados em filiais e associadas","Outros lucros","Outra receita de investimento"
"681","68 Outros proveitos e ganhos não operacionais: Reposição de provisões","Outros lucros","Outras receitas diversas"
"682","68 Outros proveitos e ganhos não operacionais: Anulação de amortizações extraordinárias","Outros lucros","Outras receitas diversas"
"683","68 Outros proveitos e ganhos não operacionais: Ganhos em imobilizações","Outros lucros","Perdas na alienação de ativos"
"684","68 Outros proveitos e ganhos não operacionais: Ganhos em existências","Outros lucros","Outras receitas diversas"
"685","68 Outros proveitos e ganhos não operacionais: Recuperação de dívidas","Outros lucros","Outras receitas diversas"
"686","68 Outros proveitos e ganhos não operacionais: Benefícios de penalidades contratuais","Outros lucros","Outras receitas diversas"
"688","68 Outros proveitos e ganhos não operacionais: Descontinuidade de operações","Outros lucros","Outras receitas diversas"
"689","68 Outros proveitos e ganhos não operacionais: Alterações de políticas contabilísticas","Outros lucros","Outras receitas diversas"
"691","69 Proveitos e ganhos extraordinários: Ganhos resultantes de catástrofes naturais","Outros lucros","Outras receitas diversas"
"692","69 Proveitos e ganhos extraordinários: Ganhos resultantes de convulsões políticas","Outros lucros","Outras receitas diversas"
"693","69 Proveitos e ganhos extraordinários: Ganhos resultantes de expropriações","Outros lucros","Outras receitas diversas"
"694","69 Proveitos e ganhos extraordinários: Ganhos resultantes de sinistros","Outros lucros","Outras receitas diversas"
"695","69 Proveitos e ganhos extraordinários: Subsídios","Outros lucros","Outras receitas diversas"
"696","69 Proveitos e ganhos extraordinários: Anulação de passivos não exigíveis","Outros lucros","Outras receitas diversas"
"699","69 Proveitos e ganhos extraordinários: Transferência para resultados extraordinários","Outros lucros","Outras receitas diversas"
"711","71 Custo das existências vendidas: Matérias-primas","Custo de mercadorias vendidas","Suprimentos e materiais - CMV"
"712","71 Custo das existências vendidas: Matérias subsidiárias","Custo de mercadorias vendidas","Suprimentos e materiais - CMV"
"713","71 Custo das existências vendidas: Materiais diversos","Custo de mercadorias vendidas","Suprimentos e materiais - CMV"
"714","71 Custo das existências vendidas: Embalagens de consumo","Custo de mercadorias vendidas","Suprimentos e materiais - CMV"
"715","71 Custo das existências vendidas: Outros materiais","Custo de mercadorias vendidas","Suprimentos e materiais - CMV"
"719","71 Custo das existências vendidas: Transferência para resultados operacionais","Custo de mercadorias vendidas","Suprimentos e materiais - CMV"
"721","72 Custos com o pessoal: Remunerações – Órgãos sociais","Despesas","Despesas com folha de pagamento"
"722","72 Custos com o pessoal: Remunerações – Pessoal","Despesas","Despesas com folha de pagamento"
"723","72 Custos com o pessoal: Pensões","Despesas","Despesas com folha de pagamento"
"724","72 Custos com o pessoal: Prémios para pensões","Despesas","Despesas com folha de pagamento"
"725","72 Custos com o pessoal: Encargos sobre remunerações","Despesas","Despesas com folha de pagamento"
"726","72 Custos com o pessoal: Seguros de acidentes de trabalho e doenças profissionais","Despesas","Seguro"
"727","72 Custos com o pessoal: Formação","Despesas","Despesas com folha de pagamento"
"728","72 Custos com o pessoal: Outras despesas com o pessoal","Despesas","Despesas com folha de pagamento"
"729","72 Custos com o pessoal: Transferência para resultados operacionais","Despesas","Despesas com folha de pagamento"
"731","Imobilizações corpóreas","Outras despesas","Depreciação"
"732","Imobilizações incorpóreas","Outras despesas","Amortização"
"739","Transferência para resultados operacionais","Outras despesas","Amortização"
"751","Sub-contratos","Custo de mercadorias vendidas","Custo de mão de obra - CMV"
"752","75 Outros custos e perdas operacionais: Fornecimentos e serviços de terceiros","Despesas","Despesas gerais de administração/de escritório"
"753","75 Outros custos e perdas operacionais: Impostos","Despesas","Impostos pagos"
"754","75 Outros custos e perdas operacionais: Despesas confidênciais","Despesas","Despesas gerais de administração/de escritório"
"755","75 Outros custos e perdas operacionais: Quotizações","Despesas","Mensalidades e assinaturas"
"756","75 Outros custos e perdas operacionais: Ofertas e Amostras de existências","Despesas","Publicidade/promoção"
"758","75 Outros custos e perdas operacionais: Outros custos e perdas operacionais","Despesas","Outras despesas com vendas"
"759","75 Outros custos e perdas operacionais: Transferências para resultados operacionais","Despesas","Despesas gerais de administração/de escritório"
"761","76 Custos e perdas financeiros gerais: Juros","Despesas","Juros pagos"
"762","Diferenças de câmbio desfavoráveis","Outras despesas","Ganho ou perda cambial"
"763","76 Custos e perdas financeiros gerais: Descontos de pronto pagamento concedidos","Despesas","Custos de financiamento"
"764","Amortizações de investimentos em imóveis","Outras despesas","Depreciação"
"765","Provisões para aplicações financeiras","Outras despesas","Outras despesas"
"766","Perdas na alienação de aplicações financeiras","Outros lucros","Perdas na alienação de ativos"
"767","76 Custos e perdas financeiros gerais: Serviços bancários","Despesas","Encargos bancários"
"769","76 Custos e perdas financeiros gerais: Transferência para resultados financeiros","Despesas","Custos de financiamento"
"779","77 Custos e perdas financeiros em filiais e associadas: Transferência para resultados financeiros","Despesas","Custos de financiamento"
"781","78 Outros custos e perdas não operacionais: Provisões do exercício","Outras despesas","Outras despesas"
"782","78 Outros custos e perdas não operacionais: Amortizações extraordinárias","Outras despesas","Amortização"
"783","Perdas em imobilizações","Outros lucros","Perdas na alienação de ativos"
"784","78 Outros custos e perdas não operacionais: Perdas em existências","Outras despesas","Outras despesas"
"785","Dívidas incobráveis","Despesas","Créditos de liquidação duvidosa"
"786","78 Outros custos e perdas não operacionais: Multas e penalidades contratuais","Outras despesas","Multas e conciliações"
"787","78 Outros custos e perdas não operacionais: Custos de reestruturação","Outras despesas","Outras despesas"
"788","Descontinuidade de operações","Despesas","Perdas em operações descontinuadas, líquido de imposto"
"789","78 Outros custos e perdas não operacionais: Alterações de políticas contabilísticas","Outras despesas","Outras despesas"
"791","79 Custos e perdas extraordinárias: Perdas resultantes de catástrofes naturais","Outras despesas","Outras despesas"
"792","79 Custos e perdas extraordinárias: Perdas resultantes de convulsões políticas","Outras despesas","Outras despesas"
"793","79 Custos e perdas extraordinárias: Perdas resultantes de expropriações","Outras despesas","Outras despesas"
"794","79 Custos e perdas extraordinárias: Perdas resultantes de sinistros","Outras despesas","Outras despesas"
"799","79 Custos e perdas extraordinárias: Transferência para resultados extraordinários","Outras despesas","Outras despesas"
"811","81 Resultados transitados: Ano____","Capital do proprietário","Lucros acumulados"
"812","81 Resultados transitados: Ano____","Capital do proprietário","Lucros acumulados"
"821","82 Resultados operacionais: Vendas","Capital do proprietário","Lucros acumulados"
"822","82 Resultados operacionais: Prestações de serviço","Capital do proprietário","Lucros acumulados"
"823","82 Resultados operacionais: Outros proveitos operacionais","Capital do proprietário","Lucros acumulados"
"824","82 Resultados operacionais: Variação nos inventários de produtos acabados e produtos em vias de fabrico","Capital do proprietário","Lucros acumulados"
"825","82 Resultados operacionais: Trabalhos para a própria empresa","Capital do proprietário","Lucros acumulados"
"826","82 Resultados operacionais: Custo das mercadorias vendidas e das matérias consumidas","Capital do proprietário","Lucros acumulados"
"827","82 Resultados operacionais: Custos com o pessoal","Capital do proprietário","Lucros acumulados"
"828","82 Resultados operacionais: Amortizações do exercício","Capital do proprietário","Lucros acumulados"
"829","82 Resultados operacionais: Outros custos operacionais","Capital do proprietário","Lucros acumulados"
"831","83 Resultados financeiros: Proveitos e ganhos financeiros gerais","Capital do proprietário","Lucros acumulados"
"832","83 Resultados financeiros: Custos e perdas financeiros gerais","Capital do proprietário","Lucros acumulados"
"839","83 Resultados financeiros: Transferência para resultados líquidos","Capital do proprietário","Lucros acumulados"
"841","84 Resultados financeiros em filiais e associadas: Proveitos e ganhos em filiais e associadas","Capital do proprietário","Lucros acumulados"
"842","84 Resultados financeiros em filiais e associadas: Custos e perdas em filiais e associadas","Capital do proprietário","Lucros acumulados"
"849","84 Resultados financeiros em filiais e associadas: Transferência para resultados líquidos","Capital do proprietário","Lucros acumulados"
"851","85 Resultados não operacionais: Proveitos e ganhos não operacionais","Capital do proprietário","Lucros acumulados"
"852","85 Resultados não operacionais: Custos e perdas não operacionais","Capital do proprietário","Lucros acumulados"
"859","85 Resultados não operacionais: Transferência para resultados líquidos","Capital do proprietário","Lucros acumulados"
"861","86 Resultados extraordinários: Proveitos e ganhos extraordinários","Capital do proprietário","Lucros acumulados"
"862","86 Resultados extraordinários: Custos e perdas extraordinários","Capital do proprietário","Lucros acumulados"
