"Account Number","Account Name","Type","Detail Type"
"1819","181 Imobilizações corpóreas: Outras imobilizações corpóreas","Ativos imobilizados","Depreciação acumulada em ativos imobilizados."
"1821","182 Imobilizações incorpóreas: Trespasses","Ativos não circulantes","Amortização acumulada de ativos não circulantes"
"1822","182 Imobilizações incorpóreas: Despesas de investigação e desenvolvimento","Ativos não circulantes","Amortização acumulada de ativos não circulantes"
"1823","182 Imobilizações incorpóreas: Propriedade industrial e outros direitos e contratos","Ativos não circulantes","Amortização acumulada de ativos não circulantes"
"1824","182 Imobilizações incorpóreas: Despesas de constituição","Ativos não circulantes","Amortização acumulada de ativos não circulantes"
"1829","182 Imobilizações incorpóreas: Outras imobilizações incorpóreas","Ativos não circulantes","Amortização acumulada de ativos não circulantes"
"1831","183 Investimentos financeiros em imóveis: Terrenos e recursos naturais","Ativos não circulantes","Amortização acumulada de ativos não circulantes"
"1832","183 Investimentos financeiros em imóveis: Edifícios e outras construções","Ativos não circulantes","Amortização acumulada de ativos não circulantes"
"1911","191 Empresas subsidiárias: Partes de capital","Ativos não circulantes","Investimentos de longo prazo"
"1912","191 Empresas subsidiárias: Obrigações e títulos de participação","Ativos não circulantes","Investimentos de longo prazo"
"1913","191 Empresas subsidiárias: Empréstimos","Ativos não circulantes","Investimentos de longo prazo"
"1921","192 Empresas associadas: Partes de capital","Ativos não circulantes","Investimentos de longo prazo"
"1922","192 Empresas associadas: Obrigações e títulos de participação","Ativos não circulantes","Investimentos de longo prazo"
"1923","192 Empresas associadas: Empréstimos","Ativos não circulantes","Investimentos de longo prazo"
"1931","193 Outras empresas: Partes de capital","Ativos não circulantes","Investimentos de longo prazo"
"1932","193 Outras empresas: Obrigações e títulos de participação","Ativos não circulantes","Investimentos de longo prazo"
"1933","193 Outras empresas: Empréstimos","Ativos não circulantes","Investimentos de longo prazo"
"1941","194 Fundos: Partes de capital","Ativos não circulantes","Investimentos de longo prazo"
"1991","199 Outros investimentos financeiros: Diamantes","Ativos não circulantes","Investimentos de longo prazo"
"1992","199 Outros investimentos financeiros: Ouro","Ativos não circulantes","Investimentos de longo prazo"
"1993","199 Outros investimentos financeiros: Depósitos bancários","Ativos não circulantes","Investimentos de longo prazo"
"3111","311 Clientes – correntes: Grupo","Contas a receber (C/R)","Contas a Receber (C/R)"
"3112","311 Clientes – correntes: Não grupo","Contas a receber (C/R)","Contas a Receber (C/R)"
"3121","312 Clientes – títulos a receber: Grupo","Contas a receber (C/R)","Contas a Receber (C/R)"
"3122","312 Clientes – títulos a receber: Não grupo","Contas a receber (C/R)","Contas a Receber (C/R)"
"3131","313 Clientes – títulos descontados: Grupo","Contas a receber (C/R)","Contas a Receber (C/R)"
"3132","313 Clientes – títulos descontados: Não grupo","Contas a receber (C/R)","Contas a Receber (C/R)"
"3181","318 Clientes de cobrança duvidosa: Clientes – correntes","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"3182","318 Clientes de cobrança duvidosa: Clientes – títulos","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"3191","319 Clientes - saldos credores: Adiantamentos","Passivos circulantes","Contas fiduciárias do cliente - passivo"
"3192","319 Clientes - saldos credores: Embalagens a devolver","Passivos circulantes","Outros passivos circulantes"
"3193","319 Clientes - saldos credores: Material à consignação","Passivos circulantes","Outros passivos circulantes"
"3211","321 Fornecedores – correntes: Grupo","Contas a pagar (C/P)","Contas a pagar (C/P)"
"3212","321 Fornecedores – correntes: Não grupo","Contas a pagar (C/P)","Contas a pagar (C/P)"
"3221","322 Fornecedores – títulos a pagar: Grupo","Contas a pagar (C/P)","Contas a pagar (C/P)"
"3222","322 Fornecedores – títulos a pagar: Não grupo","Contas a pagar (C/P)","Contas a pagar (C/P)"
"3291","329 Fornecedores – saldos devedores: Adiantamentos","Ativos circulantes","Adiantamentos em dinheiro a funcionários"
"3292","329 Fornecedores – saldos devedores: Embalagens a devolver","Ativos circulantes","Outros ativos circulantes"
"3293","329 Fornecedores – saldos devedores: Material à consignação","Ativos circulantes","Outros ativos circulantes"
"3311","331 Empréstimos bancários: Moeda nacional","Passivos circulantes","Empréstimo a pagar"
"3312","331 Empréstimos bancários: Moeda estrangeira","Passivos circulantes","Empréstimo a pagar"
"3321","332 Empréstimos por obrigações: Convertíveis","Passivos não circulantes","Títulos a pagar"
"3322","332 Empréstimos por obrigações: Não convertíveis","Passivos não circulantes","Títulos a pagar"
"3331","333 Empréstimos por títulos de participação: Entidade ___","Passivos não circulantes","Títulos a pagar"
"3391","339 Outros empréstimos obtidos: Entidade ___","Passivos circulantes","Empréstimo a pagar"
"3451","IVA suportado","Ativos circulantes","Outros ativos circulantes"
"3452","IVA dedutível","Ativos circulantes","Outros ativos circulantes"
"3453","345 IVA: IVA liquidado","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"3454","345 IVA: IVA regularizações","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"3455","345 IVA: IVA apuramento","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"3456","345 IVA: IVA a pagar","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"3457","IVA a recuperar","Ativos circulantes","Outros ativos circulantes"
"3458","IVA reembolsos pedidos","Ativos circulantes","Outros ativos circulantes"
"3459","345 IVA: IVA Liquidações oficiosas","Passivos circulantes","Impostos sobre vendas e serviços a pagar"
"3511","351 Entidades participantes: Estado","Ativos circulantes","Investimentos - Outros"
"3512","351 Entidades participantes: Empresas do grupo – subsidiárias","Ativos circulantes","Investimentos - Outros"
"3513","351 Entidades participantes: Empresas do grupo – associadas","Ativos circulantes","Investimentos - Outros"
"3514","351 Entidades participantes: Outros","Ativos circulantes","Investimentos - Outros"
"3521","352 Entidades participadas: Estado","Ativos circulantes","Investimentos - Outros"
"3522","352 Entidades participadas: Empresas do grupo – subsidiárias","Ativos circulantes","Investimentos - Outros"
"3523","352 Entidades participadas: Empresas do grupo – associadas","Ativos circulantes","Investimentos - Outros"
"3524","352 Entidades participadas: Outros","Ativos circulantes","Investimentos - Outros"
"3611","361 Pessoal – remunerações: Órgãos sociais","Passivos circulantes","Passivos da folha de pagamento"
"3612","361 Pessoal – remunerações: Empregados","Passivos circulantes","Passivos da folha de pagamento"
"3621","362 Pessoal – participação nos resultados: Órgãos sociais","Passivos circulantes","Passivos da folha de pagamento"
"3622","362 Pessoal – participação nos resultados: Empregados","Passivos circulantes","Passivos da folha de pagamento"
"3711","371 Compras de imobilizado: Corpóreo","Passivos circulantes","Outros passivos circulantes"
"3712","371 Compras de imobilizado: Incorpóreo","Passivos circulantes","Outros passivos circulantes"
"3713","371 Compras de imobilizado: Financeiro","Passivos circulantes","Outros passivos circulantes"
"3721","372 Vendas de imobilizado: Corpóreo","Ativos circulantes","Outros ativos circulantes"
"3722","372 Vendas de imobilizado: Incorpóreo","Ativos circulantes","Outros ativos circulantes"
"3723","372 Vendas de imobilizado: Financeiro","Ativos circulantes","Outros ativos circulantes"
"3731","373 Proveitos a facturar: Vendas","Ativos circulantes","Outros ativos circulantes"
"3732","373 Proveitos a facturar: Prestações de serviço","Ativos circulantes","Outros ativos circulantes"
"3733","373 Proveitos a facturar: Juros","Ativos circulantes","Outros ativos circulantes"
"3741","374 Encargos a repartir por períodos futuros: Descontos de emissão de obrigações","Ativos circulantes","Despesas pagas antecipadamente"
"3742","374 Encargos a repartir por períodos futuros: Descontos de emissão de títulos de participação","Ativos circulantes","Despesas pagas antecipadamente"
"3751","375 Encargos a pagar: Remunerações","Passivos circulantes","Passivos da folha de pagamento"
"3752","375 Encargos a pagar: Juros","Passivos circulantes","Obrigações acumuladas"
"3761","376 Proveitos a repartir por períodos futuros: Prémios de emissão de obrigações","Passivos circulantes","Outros passivos circulantes"
"3762","376 Proveitos a repartir por períodos futuros: Prémios de emissão de títulos de participação","Passivos circulantes","Outros passivos circulantes"
"3763","376 Proveitos a repartir por períodos futuros: Subsídios para investimento","Passivos circulantes","Outros passivos circulantes"
"3764","376 Proveitos a repartir por períodos futuros: Diferenças de câmbio favoráveis reversíveis","Passivos circulantes","Outros passivos circulantes"
"3771","377 Contas transitórias: Transacções entre a sede e as dependências da empresa","Ativos circulantes","Outros ativos circulantes"
"3811","381 Provisões para clientes: Clientes – correntes","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"3812","381 Provisões para clientes: Cliente – títulos a receber","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"3813","381 Provisões para clientes: Clientes – cobrança duvidosa","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"3831","383 Provisões p/participantes e participadas: Participantes","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"3832","383 Provisões p/participantes e participadas: Participadas","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"3891","389 Provisões para outros saldos a receber: Vendas imobilizado","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"4111","411 Acções: Empresas do grupo","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"4112","411 Acções: Associadas","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"4113","411 Acções: Outras empresas","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"4121","412 Obrigações: Empresas do grupo","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"4122","412 Obrigações: Associadas","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"4123","412 Obrigações: Outras empresas","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"4211","421 Moeda nacional: Banco ___","Caixa e equivalentes-caixa","Banco"
"4212","421 Moeda nacional: Banco ___","Caixa e equivalentes-caixa","Banco"
"4221","422 Moeda estrangeira: Banco ___","Caixa e equivalentes-caixa","Banco"
"4222","422 Moeda estrangeira: Banco ___","Caixa e equivalentes-caixa","Banco"
"4311","431 Moeda nacional: Banco ___","Caixa e equivalentes-caixa","Banco"
"4312","431 Moeda nacional: Banco ___","Caixa e equivalentes-caixa","Banco"
"4321","432 Moeda estrangeira: Banco ___","Caixa e equivalentes-caixa","Banco"
"4322","432 Moeda estrangeira: Banco ___","Caixa e equivalentes-caixa","Banco"
"4411","441 Moeda nacional: Banco ___","Caixa e equivalentes-caixa","Banco"
"4412","441 Moeda nacional: Banco ___","Caixa e equivalentes-caixa","Banco"
"4421","442 Moeda estrangeira: Banco ___","Caixa e equivalentes-caixa","Banco"
"4422","442 Moeda estrangeira: Banco ___","Caixa e equivalentes-caixa","Banco"
"4511","451 Fundo fixo: Caixa ___","Caixa e equivalentes-caixa","Dinheiro em caixa"
"4512","451 Fundo fixo: Caixa ___","Caixa e equivalentes-caixa","Dinheiro em caixa"
"4531","453 Valores destinados a pagamentos específicos: Salários","Caixa e equivalentes-caixa","Dinheiro em caixa"
"4911","491 Títulos negociáveis: Acções","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"4912","491 Títulos negociáveis: Obrigações","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"4913","491 Títulos negociáveis: Títulos da dívida pública","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"5611","561 Legais: Decreto-Lei n.º ___","Capital do proprietário","Outros rendimentos abrangentes"
"5612","561 Legais: Decreto-Lei n.º ___","Capital do proprietário","Outros rendimentos abrangentes"
"5621","562 Autónomas: Avaliação","Capital do proprietário","Outros rendimentos abrangentes"
"5622","562 Autónomas: Realização","Capital do proprietário","Outros rendimentos abrangentes"
"6111","611 Produtos acabados e intermédios: Mercado nacional","Receita","Vendas - varejo"
"6112","611 Produtos acabados e intermédios: Mercado estrangeiro","Receita","Vendas - atacado"
"6121","612 Sub-produtos, desperdícios, resíduos e refugos: Mercado nacional","Receita","Receita de venda de produtos"
"6122","612 Sub-produtos, desperdícios, resíduos e refugos: Mercado estrangeiro","Receita","Receita de venda de produtos"
"6131","613 Mercadorias: Mercado nacional","Receita","Vendas - varejo"
"6132","613 Mercadorias: Mercado estrangeiro","Receita","Vendas - atacado"
"6141","614 Embalagens de consumo: Mercado nacional","Receita","Receita de venda de produtos"
"6142","614 Embalagens de consumo: Mercado estrangeiro","Receita","Receita de venda de produtos"
"6171","617 Devoluções: Mercado nacional","Receita","Descontos/reembolsos concedidos"
"6172","617 Devoluções: Mercado estrangeiro","Receita","Descontos/reembolsos concedidos"
"6181","618 Descontos e abatimentos: Mercado nacional","Receita","Descontos/reembolsos concedidos"
"6182","618 Descontos e abatimentos: Mercado estrangeiro","Receita","Descontos/reembolsos concedidos"
"6211","621 Serviços principais: Mercado nacional","Receita","Lucro de serviços/comissão"
"6212","621 Serviços principais: Mercado estrangeiro","Receita","Lucro de serviços/comissão"
"6221","622 Serviços secundários: Mercado nacional","Receita","Lucro de serviços/comissão"
"6222","622 Serviços secundários: Mercado estrangeiro","Receita","Lucro de serviços/comissão"
"6281","628 Descontos e abatimentos: Mercado nacional","Receita","Descontos/reembolsos concedidos"
"6282","628 Descontos e abatimentos: Mercado estrangeiro","Receita","Descontos/reembolsos concedidos"
"6311","631 Serviços suplementares: Aluguer de equipamento","Receita","Outros rendimentos primários"
"6312","631 Serviços suplementares: Cedência de pessoal","Receita","Outros rendimentos primários"
"6313","631 Serviços suplementares: Cedência de energia","Receita","Outros rendimentos primários"
"6314","631 Serviços suplementares: Estudos, projectos e assistência técnica","Receita","Outros rendimentos primários"
"6511","651 Para imobilizado: Corpóreo","Receita","Outros rendimentos primários"
"6512","651 Para imobilizado: Incorpóreo","Receita","Outros rendimentos primários"
"6513","651 Para imobilizado: Financeiro","Receita","Outros rendimentos primários"
"6514","651 Para imobilizado: Em curso","Receita","Outros rendimentos primários"
"6611","661 Juros: De investimentos financeiros","Outros lucros","Receita de juros"
"6612","661 Juros: De mora relativos a dívidas de terceiros","Outros lucros","Receita de juros"
"6614","661 Juros: Desconto de títulos","Outros lucros","Outra receita de investimento"
"6615","661 Juros: De aplicações de tesouraria","Outros lucros","Outra receita de investimento"
"6621","662 Diferenças de câmbio favoráveis: Realizadas","Outros lucros","Outros lucros operacionais"
"6622","662 Diferenças de câmbio favoráveis: Não realizadas","Outros lucros","Outros lucros operacionais"
"6651","665 Rendimento de participações de capital: Acções, quotas em outras empresas","Outros lucros","Receita de dividendos"
"6652","665 Rendimento de participações de capital: Acções, quotas incluídas nos fundos","Outros lucros","Receita de dividendos"
"6653","665 Rendimento de participações de capital: Acções, quotas incluídas nos títulos negociáveis","Outros lucros","Receita de dividendos"
"6661","666 Ganhos na alienação de aplicações financeiras: Investimentos financeiros","Outros lucros","Outra receita de investimento"
"6662","666 Ganhos na alienação de aplicações financeiras: Títulos negociáveis","Outros lucros","Outra receita de investimento"
"6671","667 Reposição de provisões: Investimentos financeiros","Outros lucros","Outros lucros operacionais"
"6672","667 Reposição de provisões: Aplicações de tesouraria","Outros lucros","Outros lucros operacionais"
"6711","671 Rendimento de participações de capital: Subsidiárias","Outros lucros","Receita de dividendos"
"6712","671 Rendimento de participações de capital: Associadas","Outros lucros","Receita de dividendos"
"6811","681 Reposição de provisões: Existências","Outros lucros","Outras receitas diversas"
"6812","681 Reposição de provisões: Cobranças duvidosas","Outros lucros","Outras receitas diversas"
"6813","681 Reposição de provisões: Riscos e encargos","Outros lucros","Outras receitas diversas"
"6821","682 Anulação de amortizações extraordinárias: Imobilizações corpóreas","Outros lucros","Outras receitas diversas"
"6822","682 Anulação de amortizações extraordinárias: Imobilizações incorpóreas","Outros lucros","Outras receitas diversas"
"6831","683 Ganhos em imobilizações: Venda de imobilizações corpóreas","Outros lucros","Perdas na alienação de ativos"
"6832","683 Ganhos em imobilizações: Venda de imobilizações incorpóreas","Outros lucros","Perdas na alienação de ativos"
"6841","684 Ganhos em existências: Sobras","Outros lucros","Outras receitas diversas"
"6810","68 Outros proveitos e ganhos não operacionais: Correcções relativas a exercícios anteriores","Outros lucros","Outras receitas diversas"
"6811","68 Outros proveitos e ganhos não operacionais: Outros ganhos e perdas não operacionais","Outros lucros","Outras receitas diversas"
"6819","68 Outros proveitos e ganhos não operacionais: Transferência para resultados não operacionais","Outros lucros","Outras receitas diversas"
"7231","723 Pensões: Órgãos sociais","Despesas","Despesas com folha de pagamento"
"7232","723 Pensões: Pessoal","Despesas","Despesas com folha de pagamento"
"7241","724 Prémios para pensões: Órgãos sociais","Despesas","Despesas com folha de pagamento"
"7242","724 Prémios para pensões: Pessoal","Despesas","Despesas com folha de pagamento"
"7251","725 Encargos sobre remunerações: Órgãos sociais","Despesas","Despesas com folha de pagamento"
"7252","725 Encargos sobre remunerações: Pessoal","Despesas","Despesas com folha de pagamento"
"7261","726 Seguros de acidentes de trabalho e doenças profissionais: Órgãos sociais","Despesas","Seguro"
"7262","726 Seguros de acidentes de trabalho e doenças profissionais: Pessoal","Despesas","Seguro"
"7271","727 Formação: Órgãos sociais","Despesas","Despesas com folha de pagamento"
"7272","727 Formação: Pessoal","Despesas","Despesas com folha de pagamento"
"7281","728 Outras despesas com o pessoal: Órgãos sociais","Despesas","Despesas com folha de pagamento"
"7282","728 Outras despesas com o pessoal: Pessoal","Despesas","Despesas com folha de pagamento"
"7312","731 Imobilizações corpóreas: Edifícios e outras construções","Outras despesas","Depreciação"
"7313","731 Imobilizações corpóreas: Equipamento básico","Outras despesas","Depreciação"
"7314","731 Imobilizações corpóreas: Equipamento de carga e transporte","Outras despesas","Depreciação"
"7315","731 Imobilizações corpóreas: Equipamento administrativo","Outras despesas","Depreciação"
"7316","731 Imobilizações corpóreas: Taras e vasilhame","Outras despesas","Depreciação"
"7319","731 Imobilizações corpóreas: Outras imobilizações corpóreas","Outras despesas","Depreciação"
"7321","732 Imobilizações incorpóreas: Trespasses","Outras despesas","Amortização"
"7322","732 Imobilizações incorpóreas: Despesas de investigação e desenvolvimento","Outras despesas","Amortização"
"7323","732 Imobilizações incorpóreas: Propriedade industrial e outros direitos e contratos","Outras despesas","Amortização"
"7324","732 Imobilizações incorpóreas: Despesas de constituição","Outras despesas","Amortização"
"7329","732 Imobilizações incorpóreas: Outras imobilizações incorpóreas","Outras despesas","Amortização"
"7531","753 Impostos: Indirectos","Despesas","Impostos pagos"
"7532","753 Impostos: Directos","Despesas","Impostos pagos"
"7611","761 Juros: De empréstimos","Despesas","Juros pagos"
"7612","761 Juros: De descobertos bancários","Despesas","Juros pagos"
"7613","761 Juros: De mora relativos a dívidas a terceiros","Despesas","Juros pagos"
"7614","761 Juros: De desconto de títulos","Despesas","Custos de financiamento"
"7621","762 Diferenças de câmbio desfavoráveis: Realizadas","Outras despesas","Ganho ou perda cambial"
"7622","762 Diferenças de câmbio desfavoráveis: Não realizadas","Outras despesas","Ganho ou perda cambial"
"7651","765 Provisões para aplicações financeiras: Investimentos financeiros","Outras despesas","Outras despesas"
"7652","765 Provisões para aplicações financeiras: Aplicações de tesouraria","Outras despesas","Outras despesas"
"7661","766 Perdas na alienação de aplicações financeiras: Investimentos financeiros","Outros lucros","Perdas na alienação de ativos"
"7662","766 Perdas na alienação de aplicações financeiras: Aplicações de títulos negociáveis","Outros lucros","Perdas na alienação de ativos"
"7811","781 Provisões do exercício: Existências","Outras despesas","Outras despesas"
"7812","Cobranças Duvidosas","Despesas","Créditos de liquidação duvidosa"
"7813","781 Provisões do exercício: Riscos e encargos","Outras despesas","Outras despesas"
"7821","782 Amortizações extraordinárias: Imobilizações Corpóreas","Outras despesas","Depreciação"
"7822","782 Amortizações extraordinárias: Imobilizações Incorpóreas","Outras despesas","Amortização"
"7831","783 Perdas em imobilizações: Venda de imobilizações corpóreas","Outros lucros","Perdas na alienação de ativos"
"7832","783 Perdas em imobilizações: Venda de imobilizações incorpóreas","Outros lucros","Perdas na alienação de ativos"
"7833","783 Perdas em imobilizações: Abates","Outros lucros","Perdas na alienação de ativos"
"7839","783 Perdas em imobilizações: Outras","Outros lucros","Perdas na alienação de ativos"
"7841","784 Perdas em existências: Quebras","Outras despesas","Outras despesas"
"7861","786 Multas e penalidades contratuais: Fiscais","Outras despesas","Multas e conciliações"
"7862","786 Multas e penalidades contratuais: Não fiscais","Outras despesas","Multas e conciliações"
"7863","786 Multas e penalidades contratuais: Penalidades contratuais","Outras despesas","Multas e conciliações"
"7810","78 Outros custos e perdas não operacionais: Correcções relativas a exercícios anteriores","Outras despesas","Outras despesas"
"7811","78 Outros custos e perdas não operacionais: Outros custos e perdas não operacionais","Outras despesas","Outras despesas"
"7819","78 Outros custos e perdas não operacionais: Transferência para resultados não operacionais","Outras despesas","Outras despesas"
"8111","811 Ano____: Resultado do ano","Capital do proprietário","Lucros acumulados"
"8112","811 Ano____: Aplicação de resultados","Capital do proprietário","Lucros acumulados"
"8113","811 Ano____: Correcções de erros fundamentais, no exercício seguinte","Capital do proprietário","Lucros acumulados"
"8114","811 Ano____: Efeito das alterações de políticas contabilísticas","Capital do proprietário","Lucros acumulados"
"8115","811 Ano____: Imposto relativo a correcções de erros fundamentais e alterações de políticas contabilísticas","Capital do proprietário","Lucros acumulados"
"8121","812 Ano____: Resultado do ano","Capital do proprietário","Lucros acumulados"
"8122","812 Ano____: Aplicação de resultados","Capital do proprietário","Lucros acumulados"
"8123","812 Ano____: Correcções de erros fundamentais, no exercício seguinte","Capital do proprietário","Lucros acumulados"
"8124","812 Ano____: Efeito das alterações de políticas contabilísticas","Capital do proprietário","Lucros acumulados"
"8125","812 Ano____: Imposto relativo a correcções de erros fundamentais e alterações de políticas contabilísticas","Capital do proprietário","Lucros acumulados"
"8219","82 Resultados operacionais: Transferência para resultados líquidos","Capital do proprietário","Lucros acumulados"
